ID,Track Displacement,Track Duration,Track Length,Track Speed Max,Track Speed Mean,Track Speed StdDev,Track Speed Variation,Track Veloc Mean,Track Acceleration,Track Direction Change Mean,Track Direction Change Max,Track Curvature Mean,Track Curvature Max,Track Angular Velocity Mean,Track Angular Velocity Max,Track Tortuosity
1,18.2523,11,29.3326,6.3276,2.9333,1.7462,0.5953,2.9333,0.3037,0.7960,2.3922,3.8567,15.0645,0.7960,2.3922,1.6071
2,11.3054,4,13.2622,6.4451,4.4207,2.4338,0.5506,4.4207,2.7237,1.4255,2.7127,5.9613,8.1038,1.4255,2.7127,1.1731
