x,y,mass,size_x,size_y,eccentricity,solidity,intensity_mean,area,frame,tree_id,particle
15.63768115942029,45.15942028985507,14007.0,8,9,0.5085104261459092,1.0,203.0,69,0,0,0
16.365853658536587,41.8780487804878,15056.000000000002,9,12,0.6587861055599296,0.9111111111111111,183.609756097561,82,1,0,0
16.22222222222222,41.135802469135804,14665.0,9,12,0.7148299997076943,0.9204545454545454,181.0493827160494,81,2,0,0
15.974683544303797,43.30379746835443,15660.000000000002,7,12,0.81197692050962,1.0,198.22784810126583,79,3,0,0
15.464285714285714,43.345238095238095,16021.0,8,12,0.7712178379856982,0.9767441860465116,190.72619047619048,84,4,0,0
15.820512820512821,43.217948717948715,15817.0,8,11,0.7450138372615435,0.975,202.78205128205127,78,5,0,0
17.523809523809526,40.13095238095238,14707.0,8,13,0.8207544852649303,0.9882352941176471,175.08333333333334,84,6,0,0
18.77922077922078,38.20779220779221,13445.0,10,11,0.833721271034449,0.9506172839506173,174.6103896103896,77,7,0,0
19.63855421686747,36.31325301204819,13632.0,10,14,0.9010685374141835,0.9325842696629213,164.24096385542168,83,8,0,0
23.430232558139537,31.11627906976744,14047.0,12,13,0.9226828572284008,0.9247311827956989,163.3372093023256,86,9,0,0
26.389830508474578,27.23728813559322,10416.0,6,11,0.8212402371361432,0.9672131147540983,176.54237288135593,59,10,0,0
28.608695652173914,28.28985507246377,11286.0,9,12,0.8704173625440192,0.9078947368421053,163.56521739130434,69,11,0,0
27.802816901408452,27.112676056338028,12023.0,7,13,0.8617508917021321,0.9102564102564102,169.33802816901408,71,12,0,0
27.207792207792206,24.051948051948052,13386.0,8,13,0.7725878920655487,0.927710843373494,173.84415584415584,77,13,0,0
26.11111111111111,22.925925925925927,12259.0,7,16,0.9257800787966314,0.9,151.34567901234567,81,14,0,0
21.129032258064516,34.75268817204301,15200.999999999998,11,14,0.9147998719427457,0.93,163.4516129032258,93,15,0,0
17.74025974025974,38.922077922077925,13376.0,9,12,0.794132940972175,0.9506172839506173,173.71428571428572,77,16,0,0
16.821428571428573,41.61904761904762,15037.0,9,12,0.7873147001689672,0.9438202247191011,179.01190476190476,84,17,0,0
15.783132530120483,43.81927710843374,15360.0,8,12,0.7828425422242414,0.9540229885057471,185.06024096385542,83,18,0,0
15.661764705882353,45.220588235294116,13811.0,8,9,0.5117901745877301,0.9855072463768116,203.10294117647058,68,19,0,0
