x,y,mass,size_x,size_y,eccentricity,solidity,intensity_mean,area,frame,tree_id,particle
30.985294117647058,45.470588235294116,9684.0,10,10,0.7412100114468467,0.9066666666666666,142.41176470588235,68,6,0,0
28.272727272727273,41.313131313131315,17096.0,10,15,0.8814488362544012,0.9166666666666666,172.68686868686868,99,7,0,0
25.305263157894736,36.88421052631579,15349.0,8,14,0.8396972826488238,0.9595959595959596,161.56842105263158,95,8,0,0
24.017857142857142,33.50892857142857,14253.0,11,14,0.6889349521915602,0.9256198347107438,127.25892857142857,112,9,0,0
25.178217821782177,28.84158415841584,10194.0,11,12,0.3422006400443533,0.926605504587156,100.93069306930693,101,10,0,0
18.8135593220339,32.83050847457627,7123.0,7,11,0.8109822098376603,0.921875,120.72881355932203,59,11,0,0
16.956521739130434,39.03260869565217,12723.0,8,15,0.8940997514431456,0.9387755102040817,138.29347826086956,92,12,0,0
14.670886075949367,43.848101265822784,13299.0,9,12,0.728181324566379,0.9080459770114943,168.34177215189874,79,13,0,0
10.0,46.578125,9577.0,11,6,0.8399752387060848,1.0,149.640625,64,14,0,0
20.879310344827587,45.810344827586206,10953.0,11,7,0.848690269645992,0.8405797101449275,188.8448275862069,58,14,1,1
18.963414634146343,42.53658536585366,14543.0,11,12,0.843902512372896,0.9647058823529412,177.35365853658536,82,15,1,1
15.670886075949367,39.151898734177216,12945.0,9,12,0.760510020859163,0.9294117647058824,163.86075949367088,79,16,1,1
11.838709677419354,36.86021505376344,13578.0,15,9,0.8748329003000807,0.9207920792079208,146.0,93,17,1,1
3.8813559322033897,34.42372881355932,6750.0,9,8,0.5473783574381799,0.9672131147540983,114.40677966101696,59,18,1,1
3.442622950819672,33.557377049180324,6344.0,8,8,0.278320303020467,1.0,104.0,61,19,1,1
