ID,Track Displacement,Track Duration,Track Length,Track Speed Max,Track Speed Mean,Track Speed StdDev,Track Speed Variation,Track Veloc Mean,Track Acceleration,Track Direction Change Mean,Track Direction Change Max,Track Curvature Mean,Track Curvature Max,Track Angular Velocity Mean,Track Angular Velocity Max,Track Tortuosity
1,0.0000,20,19.1993,2.8043,1.0105,0.8658,0.8568,1.0105,0.1147,2.2193,3.1415,341.3450,5941.7858,2.2193,3.1415,inf
4,17.2253,11,32.8068,5.9351,3.2807,1.8890,0.5758,3.2807,0.4333,1.2139,2.6387,3.8722,10.3109,1.2139,2.6387,1.9046
