ID,Track Displacement,Track Duration,Track Length,Track Speed Max,Track Speed Mean,Track Speed StdDev,Track Speed Variation,Track Veloc Mean,Track Acceleration,Track Direction Change Mean,Track Direction Change Max,Track Curvature Mean,Track Curvature Max,Track Angular Velocity Mean,Track Angular Velocity Max,Track Tortuosity
1,1.3718,7,3.1499,1.5214,0.6604,0.5190,0.7859,0.5250,0.3234,2.3592,2.9031,1.9944,4.4537,1.4881,1.8508,2.2963
2,6.6205,5,7.3997,2.0642,1.8499,0.2968,0.1605,1.8499,0.0209,0.8669,0.9592,1.0526,1.1265,0.8669,0.9592,1.1177
3,9.1386,3,9.9446,7.0311,4.9723,2.0588,0.4140,4.9723,4.1175,0.8962,0.8962,3.6407,3.6407,0.8962,0.8962,1.0882
5,16.8840,6,21.0434,4.6185,4.2087,0.3921,0.0932,4.2087,0.0966,1.0634,1.9730,2.8004,3.5022,1.0634,1.9730,1.2464
