x,y,mass,size_x,size_y,eccentricity,solidity,intensity_mean,area,frame,tree_id,particle
32.49090909090909,39.67272727272727,19949.0,14,15,0.8399112006457282,0.859375,181.35454545454544,110,1,0,0
34.80281690140845,36.95774647887324,14143.0,7,12,0.793408494916416,0.9594594594594594,199.19718309859155,71,2,0,0
35.53164556962025,34.0126582278481,15516.0,9,13,0.807743997526044,0.8586956521739131,196.40506329113924,79,3,0,0
35.629629629629626,31.679012345679013,15562.000000000002,9,13,0.8191069325945889,0.9418604651162791,192.12345679012347,81,4,0,0
35.013513513513516,31.135135135135137,13941.0,9,12,0.8121298179074647,0.925,188.3918918918919,74,5,0,0
33.20879120879121,29.285714285714285,16407.0,11,13,0.8778547348196791,0.9191919191919192,180.2967032967033,91,6,0,0
32.21904761904762,27.533333333333335,18650.0,13,14,0.8992192822596664,0.875,177.61904761904762,105,7,0,0
31.45631067961165,27.310679611650485,18462.0,13,12,0.7688778934420633,0.911504424778761,179.24271844660194,103,8,0,0
29.153061224489797,24.306122448979593,18579.0,12,11,0.7819561901754017,0.9607843137254902,189.58163265306123,98,9,0,0
25.368055555555557,22.131944444444443,24483.0,16,14,0.8567660135406913,0.9290322580645162,170.02083333333334,144,10,0,0
25.07843137254902,20.130718954248366,26107.0,15,15,0.7840402501378281,0.9329268292682927,170.63398692810458,153,11,0,0
23.736486486486488,19.675675675675677,25616.000000000004,17,14,0.7736073328687297,0.9367088607594937,173.0810810810811,148,12,0,0
23.713333333333335,18.893333333333334,26910.0,14,15,0.7741373571915772,0.9259259259259259,179.4,150,13,0,0
19.233576642335766,16.78102189781022,24827.0,15,16,0.9005303750261867,0.9256756756756757,181.2189781021898,137,14,0,0
17.188976377952756,15.141732283464567,22515.0,12,17,0.8561352318203511,0.9202898550724637,177.28346456692913,127,15,0,0
17.03968253968254,13.071428571428571,21766.0,10,20,0.9096206215105885,0.9264705882352942,172.74603174603175,126,16,0,0
15.471544715447154,8.634146341463415,22429.0,8,18,0.8893952644657855,0.9609375,182.34959349593495,123,17,0,0
16.520661157024794,7.264462809917355,23092.0,10,16,0.8477724080860887,0.9236641221374046,190.84297520661158,121,18,0,0
17.081818181818182,5.909090909090909,21083.0,12,14,0.8153865125929252,0.9243697478991597,191.66363636363636,110,19,0,0
