ID,Track Displacement,Track Duration,Track Length,Track Speed Max,Track Speed Mean,Track Speed StdDev,Track Speed Variation,Track Veloc Mean,Track Acceleration,Track Direction Change Mean,Track Direction Change Max,Track Curvature Mean,Track Curvature Max,Track Angular Velocity Mean,Track Angular Velocity Max,Track Tortuosity
0,20.9464,8,27.7332,7.2609,3.9619,2.1633,0.5460,3.9619,0.0392,1.2751,2.5634,3.8048,5.1626,1.2751,2.5634,1.3240
1,21.0544,12,34.5188,8.9381,3.0654,2.2680,0.7399,3.1381,0.1647,0.9390,2.2963,7.5316,37.0552,0.8569,2.2963,1.6395
