x,y,mass,size_x,size_y,eccentricity,solidity,intensity_mean,area,frame,tree_id,particle
31.810126582278482,14.126582278481013,6715.0,12,10,0.8214285059562804,0.9186046511627907,85.0,79,0,0,0
26.567164179104477,8.955223880597014,11185.0,10,7,0.7157534409057388,1.0,166.9402985074627,67,1,0,0
29.50609756097561,16.53048780487805,22300.999999999996,15,18,0.688300664858704,0.8817204301075269,135.98170731707316,164,2,0,0
31.25287356321839,15.367816091954023,7821.0,13,9,0.7435468527029134,0.8877551020408163,89.89655172413794,87,3,0,0
32.755102040816325,28.836734693877553,16576.0,13,10,0.7431788494194712,0.9514563106796117,169.14285714285714,98,3,2,2
29.636363636363637,14.618181818181819,4893.0,9,9,0.8162802927299989,0.9482758620689655,88.96363636363637,55,4,0,0
33.83,30.15,17932.0,11,13,0.559247442906405,0.9174311926605505,179.32,100,4,2,2
31.71875,15.645833333333334,8036.0,14,10,0.7842268013289918,0.9142857142857143,83.70833333333333,96,5,0,0
34.278260869565216,31.791304347826088,19242.0,12,12,0.5105049196545831,0.9745762711864406,167.3217391304348,115,5,2,2
20.327868852459016,19.60655737704918,5047.0,10,8,0.4648024870354023,0.9384615384615385,82.73770491803279,61,6,0,0
33.407407407407405,31.01851851851852,18885.0,12,11,0.5381541512554976,0.9391304347826087,174.86111111111111,108,6,2,2
32.62162162162162,29.792792792792792,18884.0,14,11,0.7363346836496923,0.925,170.12612612612614,111,7,2,2
31.666666666666668,30.47008547008547,20151.0,14,10,0.7298860162786397,0.9590163934426229,172.23076923076923,117,8,2,2
31.337078651685392,14.292134831460674,7968.0,12,11,0.8565723500618193,0.9270833333333334,89.52808988764045,89,8,4,4
30.716814159292035,29.787610619469028,18447.0,12,12,0.6694067554582435,0.9416666666666667,163.24778761061947,113,9,2,2
32.23255813953488,15.046511627906977,7718.0,13,10,0.856702536892656,0.9052631578947369,89.74418604651163,86,9,4,4
29.208333333333332,27.166666666666668,14674.0,12,9,0.6951746677015348,0.9795918367346939,152.85416666666666,96,10,2,2
33.02597402597402,13.909090909090908,6731.0,13,9,0.8324401066933073,0.9166666666666666,87.41558441558442,77,10,4,4
27.568421052631578,24.873684210526317,14725.0,15,9,0.8688125335752447,0.9223300970873787,155.0,95,11,2,2
31.807692307692307,13.897435897435898,6815.0,15,9,0.9166790761415673,0.8571428571428571,87.37179487179488,78,11,4,4
24.098039215686274,2.823529411764706,7167.0,9,7,0.7166165492980933,0.9444444444444444,140.52941176470588,51,12,4,4
27.719101123595507,22.269662921348313,13652.0,10,13,0.8109548204961972,0.956989247311828,153.3932584269663,89,12,2,2
23.672727272727272,3.090909090909091,9683.0,8,8,0.3701890306285427,0.9649122807017544,176.05454545454546,55,13,4,4
25.702380952380953,12.535714285714286,15706.0,8,12,0.7318817343759688,0.9655172413793104,186.97619047619048,84,13,2,2
23.131386861313867,7.656934306569343,22412.0,14,15,0.6891053248515796,0.8896103896103896,163.5912408759124,137,14,4,4
24.981308411214954,3.869158878504673,19584.0,14,10,0.6941060941541963,0.9907407407407407,183.02803738317758,107,15,4,4
27.254545454545454,2.727272727272727,9671.0,9,7,0.6348937643479436,0.9482758620689655,175.83636363636364,55,16,4,4
32.72727272727273,14.920454545454545,7404.999999999999,14,9,0.8523862321320718,0.9166666666666666,84.14772727272727,88,17,4,4
31.759493670886076,14.063291139240507,6582.000000000001,12,10,0.8338635689359205,0.8977272727272727,83.31645569620254,79,19,4,4
